threshold,tp,fp,fn,precision,recall,f1
0.9736298919,588,459,243,0.5616045845,0.7075812274,0.6261980831
0.9735071659,589,459,242,0.5620229008,0.7087845969,0.6269292177
0.9735001326,590,459,241,0.5624404194,0.7099879663,0.6276595745
0.9734721184,590,460,241,0.5619047619,0.7099879663,0.6273258905
0.9734473825,591,460,240,0.5623215985,0.7111913357,0.6280552604
0.9734405279,592,460,239,0.5627376426,0.7123947052,0.6287838555
0.9734318256,593,460,238,0.5631528965,0.7135980746,0.6295116773
0.9734279513,593,461,238,0.5626185958,0.7135980746,0.6291777188
0.9734093547,593,462,238,0.5620853081,0.7135980746,0.6288441145
0.9734050632,594,462,237,0.5625000000,0.7148014440,0.6295707472
0.9733914733,595,462,236,0.5629139073,0.7160048135,0.6302966102
0.9733346701,596,462,235,0.5633270321,0.7172081829,0.6310217046
0.9733101726,596,463,235,0.5627950897,0.7172081829,0.6306878307
0.9732686281,596,464,235,0.5622641509,0.7172081829,0.6303543099
0.9732373357,597,464,234,0.5626767201,0.7184115523,0.6310782241
0.9732205272,597,465,234,0.5621468927,0.7184115523,0.6307448494
0.9732003212,597,466,234,0.5616180621,0.7184115523,0.6304118268
0.9731551409,598,466,233,0.5620300752,0.7196149218,0.6311345646
0.9731366038,599,466,232,0.5624413146,0.7208182912,0.6318565401
0.9730950594,600,466,231,0.5628517824,0.7220216606,0.6325777543
0.9730369449,600,467,231,0.5623242737,0.7220216606,0.6322444679
0.9730299711,600,468,231,0.5617977528,0.7220216606,0.6319115324
0.9730246663,601,468,230,0.5622076707,0.7232250301,0.6326315789
0.9729921222,601,469,230,0.5616822430,0.7232250301,0.6322987901
0.9729747772,602,469,229,0.5620915033,0.7244283995,0.6330178759
0.9729612470,603,469,228,0.5625000000,0.7256317690,0.6337362060
0.9729546905,604,470,227,0.5623836127,0.7268351384,0.6341207349
0.9729510546,605,470,226,0.5627906977,0.7280385078,0.6348373557
0.9729365110,605,471,226,0.5622676580,0.7280385078,0.6345044573
0.9729310870,605,472,226,0.5617455896,0.7280385078,0.6341719078
0.9729079604,605,473,226,0.5612244898,0.7280385078,0.6338397067
0.9728547335,605,474,226,0.5607043559,0.7280385078,0.6335078534
0.9727998972,606,474,225,0.5611111111,0.7292418773,0.6342229199
0.9727994204,606,475,225,0.5605920444,0.7292418773,0.6338912134
0.9727443457,607,475,224,0.5609981516,0.7304452467,0.6346053319
0.9727406502,607,476,224,0.5604801477,0.7304452467,0.6342737722
0.9727067947,608,476,223,0.5608856089,0.7316486161,0.6349869452
0.9726984501,609,476,222,0.5612903226,0.7328519856,0.6356993737
0.9726842642,609,477,222,0.5607734807,0.7328519856,0.6353677621
0.9726819992,609,478,222,0.5602575897,0.7328519856,0.6350364964
0.9726539254,610,478,221,0.5606617647,0.7340553550,0.6357477853
0.9726260900,610,479,221,0.5601469238,0.7340553550,0.6354166667
0.9726077914,611,479,220,0.5605504587,0.7352587244,0.6361270172
0.9725947976,612,479,219,0.5609532539,0.7364620939,0.6368366285
0.9725580812,613,479,218,0.5613553114,0.7376654633,0.6375455018
0.9725477099,614,479,217,0.5617566331,0.7388688327,0.6382536383
0.9725090265,614,480,217,0.5612431444,0.7388688327,0.6379220779
0.9724150896,614,481,217,0.5607305936,0.7388688327,0.6375908619
0.9724105000,615,481,216,0.5611313869,0.7400722022,0.6382978723
0.9724016786,616,481,215,0.5615314494,0.7412755716,0.6390041494
0.9723669887,616,482,215,0.5610200364,0.7412755716,0.6386728875
0.9723363519,616,483,215,0.5605095541,0.7412755716,0.6383419689
0.9723305702,616,484,215,0.5600000000,0.7412755716,0.6380113931
0.9723289013,617,484,214,0.5603996367,0.7424789410,0.6387163561
0.9723206758,617,485,214,0.5598911071,0.7424789410,0.6383859286
0.9723010659,617,486,214,0.5593834995,0.7424789410,0.6380558428
0.9721926451,617,487,214,0.5588768116,0.7424789410,0.6377260982
0.9721287489,618,487,213,0.5592760181,0.7436823105,0.6384297521
0.9721109867,618,489,213,0.5582655827,0.7436823105,0.6377708978
0.9721044302,618,490,213,0.5577617329,0.7436823105,0.6374419804
0.9720716476,618,491,213,0.5572587917,0.7436823105,0.6371134021
0.9719494581,619,491,212,0.5576576577,0.7448856799,0.6378155590
0.9719360471,619,492,212,0.5571557156,0.7448856799,0.6374871267
0.9719229937,619,493,212,0.5566546763,0.7448856799,0.6371590324
0.9719169140,620,493,211,0.5570530099,0.7460890493,0.6378600823
0.9718900919,620,494,211,0.5565529623,0.7460890493,0.6375321337
0.9718725681,621,494,210,0.5569506726,0.7472924188,0.6382322713
0.9718375206,622,494,209,0.5573476703,0.7484957882,0.6389316898
0.9718014002,623,494,208,0.5577439570,0.7496991576,0.6396303901
0.9717905521,624,494,207,0.5581395349,0.7509025271,0.6403283735
0.9717527628,624,495,207,0.5576407507,0.7509025271,0.6400000000
0.9717260599,625,495,206,0.5580357143,0.7521058965,0.6406970784
0.9717196822,626,495,205,0.5584299732,0.7533092659,0.6413934426
