threshold,tp,fp,fn,precision,recall,f1
0.9799082875,322,28,517,0.9200000000,0.3837902265,0.5416316232
0.9798975587,323,28,516,0.9202279202,0.3849821216,0.5428571429
0.9798810482,324,28,515,0.9204545455,0.3861740167,0.5440806045
0.9798750281,324,29,515,0.9178470255,0.3861740167,0.5436241611
0.9798205495,325,29,514,0.9180790960,0.3873659118,0.5448449288
0.9798158407,325,30,514,0.9154929577,0.3873659118,0.5443886097
0.9797998071,326,30,513,0.9157303371,0.3885578069,0.5456066946
0.9797940850,327,30,512,0.9159663866,0.3897497020,0.5468227425
0.9797754288,328,30,511,0.9162011173,0.3909415971,0.5480367586
0.9797486663,328,31,511,0.9136490251,0.3909415971,0.5475792988
0.9797404408,329,31,510,0.9138888889,0.3921334923,0.5487906589
0.9797396064,330,31,509,0.9141274238,0.3933253874,0.5500000000
0.9796298742,330,32,509,0.9116022099,0.3933253874,0.5495420483
0.9796216488,331,32,508,0.9118457300,0.3945172825,0.5507487521
0.9795066714,332,32,507,0.9120879121,0.3957091776,0.5519534497
0.9794772863,332,33,507,0.9095890411,0.3957091776,0.5514950166
0.9794568419,333,33,506,0.9098360656,0.3969010727,0.5526970954
0.9794023037,334,33,505,0.9100817439,0.3980929678,0.5538971808
0.9793863893,334,34,505,0.9076086957,0.3980929678,0.5534382767
0.9793493152,335,34,504,0.9078590786,0.3992848629,0.5546357616
0.9793422818,336,34,503,0.9081081081,0.4004767580,0.5558312655
0.9792829156,337,34,502,0.9083557951,0.4016686532,0.5570247934
0.9792739153,338,34,501,0.9086021505,0.4028605483,0.5582163501
0.9792654514,339,34,500,0.9088471850,0.4040524434,0.5594059406
0.9792340994,340,34,499,0.9090909091,0.4052443385,0.5605935697
0.9792302251,341,34,498,0.9093333333,0.4064362336,0.5617792422
0.9792286158,342,34,497,0.9095744681,0.4076281287,0.5629629630
0.9791760445,343,34,496,0.9098143236,0.4088200238,0.5641447368
0.9791029096,344,34,495,0.9100529101,0.4100119190,0.5653245686
0.9791019559,345,34,494,0.9102902375,0.4112038141,0.5665024631
0.9790915847,345,35,494,0.9078947368,0.4112038141,0.5660377358
0.9790279269,346,35,493,0.9081364829,0.4123957092,0.5672131148
0.9790094495,347,35,492,0.9083769634,0.4135876043,0.5683865684
0.9789823294,348,35,491,0.9086161880,0.4147794994,0.5695581015
0.9789749384,349,35,490,0.9088541667,0.4159713945,0.5707277187
0.9789541364,350,35,489,0.9090909091,0.4171632896,0.5718954248
0.9789177775,351,35,488,0.9093264249,0.4183551847,0.5730612245
0.9788960814,352,35,487,0.9095607235,0.4195470799,0.5742251223
0.9788940549,353,35,486,0.9097938144,0.4207389750,0.5753871231
0.9788920879,354,35,485,0.9100257069,0.4219308701,0.5765472313
0.9788813591,354,36,485,0.9076923077,0.4219308701,0.5760781123
0.9788572788,355,36,484,0.9079283887,0.4231227652,0.5772357724
0.9788273573,356,36,483,0.9081632653,0.4243146603,0.5783915516
0.9788178802,357,36,482,0.9083969466,0.4255065554,0.5795454545
0.9787944555,358,36,481,0.9086294416,0.4266984505,0.5806974858
0.9787605405,359,36,480,0.9088607595,0.4278903456,0.5818476499
0.9787375927,360,36,479,0.9090909091,0.4290822408,0.5829959514
0.9787256718,360,37,479,0.9068010076,0.4290822408,0.5825242718
0.9786970615,361,37,478,0.9070351759,0.4302741359,0.5836701698
0.9786745310,362,37,477,0.9072681704,0.4314660310,0.5848142165
0.9786635637,363,37,476,0.9075000000,0.4326579261,0.5859564165
0.9786500931,364,37,475,0.9077306733,0.4338498212,0.5870967742
0.9786212444,365,37,474,0.9079601990,0.4350417163,0.5882352941
0.9785937071,366,37,473,0.9081885856,0.4362336114,0.5893719807
0.9785319567,366,38,473,0.9059405941,0.4362336114,0.5888978278
0.9785069227,366,39,473,0.9037037037,0.4362336114,0.5884244373
0.9784709811,367,39,472,0.9039408867,0.4374255066,0.5895582329
0.9784487486,368,39,471,0.9041769042,0.4386174017,0.5906902087
0.9784254432,369,39,470,0.9044117647,0.4398092968,0.5918203689
0.9783928394,370,39,469,0.9046454768,0.4410011919,0.5929487179
0.9783810973,371,39,468,0.9048780488,0.4421930870,0.5940752602
